Year,Name,team,salary,bloodType,height,weight,UniformNum,position,Games,AtBats,Hit,HR,Win,Lose,Save,Hold
2011年度,中東　直己,Carp,750,B型,168,75,00,外野手,64,34,7,0,NA,NA,NA,NA
2011年度,山本　芳彦,Carp,750,B型,186,86,59,内野手,17,27,9,0,NA,NA,NA,NA
2011年度,井生　崇光,Carp,700,A型,179,80,0,外野手,42,82,21,1,NA,NA,NA,NA
2011年度,松山　竜平,Carp,650,B型,176,94,37,外野手,68,196,53,3,NA,NA,NA,NA
2011年度,安部　友裕,Carp,600,O型,181,80,60,内野手,8,20,3,0,NA,NA,NA,NA
2011年度,丸　佳浩,Carp,600,AB型,177,80,63,外野手,131,435,105,9,NA,NA,NA,NA
2011年度,相澤　寿聡,Carp,550,B型,180,82,65,投手,2,NA,NA,NA,0,0,0,0
2011年度,ソリアーノ,Carp,550,不明,188,75,99,投手,8,NA,NA,NA,1,1,0,0
2011年度,白濱　裕太,Carp,500,A型,180,85,32,捕手,7,13,1,0,NA,NA,NA,NA
2011年度,弦本　悠希,Carp,450,B型,175,82,69,投手,4,NA,NA,NA,0,0,0,0
2011年度,藤川　球児,Tigers,40000,O型,184,86,22,投手,56,NA,NA,NA,3,3,41,5
2011年度,金本　知憲,Tigers,40000,O型,180,85,6,外野手,122,348,76,12,NA,NA,NA,NA
2011年度,城島　健司,Tigers,40000,A型,182,94,2,捕手,38,132,25,5,NA,NA,NA,NA
2011年度,鳥谷　敬,Tigers,26000,B型,180,80,1,内野手,144,500,150,5,NA,NA,NA,NA
2011年度,新井　貴浩,Tigers,20000,B型,189,95,25,内野手,144,550,148,17,NA,NA,NA,NA
2011年度,ブラゼル,Tigers,20000,不明,191,95,67,内野手,120,422,119,16,NA,NA,NA,NA
2011年度,マートン,Tigers,20000,不明,185,99,9,外野手,142,579,180,13,NA,NA,NA,NA
2011年度,久保　康友,Tigers,18000,B型,181,79,34,投手,20,NA,NA,NA,8,8,0,0
2011年度,小林宏,Tigers,17000,O型,183,80,41,投手,42,NA,NA,NA,1,5,0,21
2011年度,平野　恵一,Tigers,16000,B型,169,66,5,内野手,142,542,160,1,NA,NA,NA,NA
2011年度,久保田　智之,Tigers,10000,AB型,181,94,30,投手,23,NA,NA,NA,1,2,0,6
2011年度,スタンリッジ,Tigers,10000,不明,191,110,55,投手,25,NA,NA,NA,9,7,0,0
2011年度,下柳　剛,Tigers,9000,O型,184,91,42,投手,6,NA,NA,NA,0,2,0,0
2011年度,安藤　優也,Tigers,7700,O型,184,92,16,投手,1,NA,NA,NA,0,0,0,0
2011年度,関本　賢太郎,Tigers,7500,O型,186,93,3,内野手,100,224,59,2,NA,NA,NA,NA
2011年度,能見　篤史,Tigers,5000,AB型,180,72,14,投手,29,NA,NA,NA,12,9,0,1
2011年度,川崎　雄介,Tigers,4300,O型,180,84,62,投手,6,NA,NA,NA,0,0,0,0
2011年度,渡辺　亮,Tigers,4300,O型,175,70,12,投手,56,NA,NA,NA,5,1,0,12
2011年度,メッセンジャー,Tigers,4200,不明,198,119,54,投手,25,NA,NA,NA,12,7,0,0
2011年度,桧山　進次郎,Tigers,4000,B型,177,77,24,外野手,69,62,17,1,NA,NA,NA,NA
2011年度,藤井　彰人,Tigers,4000,AB型,170,78,50,捕手,99,265,59,2,NA,NA,NA,NA
2011年度,福原　忍,Tigers,3600,O型,180,93,28,投手,55,NA,NA,NA,2,3,0,11
2011年度,浅井　良,Tigers,3500,O型,176,80,8,外野手,63,65,9,0,NA,NA,NA,NA
2011年度,狩野　恵輔,Tigers,3500,B型,181,79,99,外野手,10,12,2,0,NA,NA,NA,NA
2011年度,林　威助,Tigers,3200,B型,178,80,31,外野手,63,90,15,1,NA,NA,NA,NA
2011年度,岩田　稔,Tigers,3000,O型,179,88,21,投手,25,NA,NA,NA,9,13,0,0
2011年度,西村　憲,Tigers,2300,A型,182,82,43,投手,21,NA,NA,NA,1,0,0,1
2011年度,筒井　和也,Tigers,2000,O型,184,88,20,投手,12,NA,NA,NA,0,0,0,3
2011年度,俊介,Tigers,1800,A型,177,72,7,外野手,108,190,46,1,NA,NA,NA,NA
2011年度,加藤　康介,Tigers,1700,O型,181,83,63,投手,4,NA,NA,NA,0,0,0,0
2011年度,榎田　大樹,Tigers,1500,AB型,179,83,13,投手,62,NA,NA,NA,3,3,1,33
2011年度,大和,Tigers,1500,A型,177,64,0,内野手,47,51,12,0,NA,NA,NA,NA
2011年度,上本　博紀,Tigers,1300,O型,173,63,4,内野手,67,108,27,3,NA,NA,NA,NA
2011年度,藤原　正典,Tigers,1300,B型,182,82,15,投手,19,NA,NA,NA,0,0,0,3
2011年度,坂　克彦,Tigers,1300,A型,180,84,35,内野手,3,5,0,0,NA,NA,NA,NA
2011年度,秋山　拓巳,Tigers,1200,A型,187,90,27,投手,2,NA,NA,NA,0,1,0,0
2011年度,蕭　一傑,Tigers,1170,A型,180,88,19,投手,2,NA,NA,NA,0,1,0,0
2011年度,新井　良太,Tigers,1100,AB型,187,89,32,内野手,43,26,5,0,NA,NA,NA,NA
2011年度,岡崎　太一,Tigers,1100,O型,180,80,57,捕手,7,4,0,0,NA,NA,NA,NA
2011年度,鶴　直人,Tigers,1100,A型,180,78,46,投手,5,NA,NA,NA,0,2,0,0
2011年度,鄭　凱文,Tigers,1000,不明,176,77,40,投手,3,NA,NA,NA,1,0,0,0
2011年度,小嶋　達也,Tigers,1000,A型,181,78,29,投手,36,NA,NA,NA,1,2,0,5
2011年度,白仁田　寛和,Tigers,900,B型,189,83,64,投手,2,NA,NA,NA,0,0,0,1
2011年度,柴田　講平,Tigers,900,A型,176,75,00,外野手,104,188,51,0,NA,NA,NA,NA
2011年度,小宮山　慎二,Tigers,900,A型,178,84,39,捕手,38,53,11,0,NA,NA,NA,NA
2011年度,清水　誉,Tigers,900,A型,178,78,45,捕手,11,11,1,0,NA,NA,NA,NA
2011年度,野原　将志,Tigers,700,A型,184,87,37,内野手,2,1,0,0,NA,NA,NA,NA
2011年度,若竹　竜士,Tigers,650,A型,180,86,49,投手,2,NA,NA,NA,0,0,0,0
2011年度,野原　祐也,Tigers,600,B型,177,84,94,外野手,4,4,0,0,NA,NA,NA,NA
2011年度,荒木　郁也,Tigers,600,B型,180,75,58,内野手,2,0,0,0,NA,NA,NA,NA
2011年度,黒瀬　春樹,Tigers,600,B型,180,83,66,内野手,2,2,0,0,NA,NA,NA,NA
2011年度,清原　大貴,Tigers,580,O型,180,76,65,投手,1,NA,NA,NA,0,1,0,0
2011年度,田上　健一,Tigers,540,A型,180,70,61,外野手,6,16,4,0,NA,NA,NA,NA
2011年度,森田　一成,Tigers,520,A型,185,93,69,内野手,20,32,8,1,NA,NA,NA,NA
2011年度,清水　直行,DeNA,28000,A型,180,85,17,投手,7,NA,NA,NA,2,4,0,0
2011年度,三浦　大輔,DeNA,25000,B型,183,88,18,投手,18,NA,NA,NA,5,6,0,0
2011年度,村田　修一,DeNA,22000,AB型,177,88,25,内野手,144,530,134,20,NA,NA,NA,NA
2011年度,スレッジ,DeNA,18000,不明,183,86,3,外野手,95,339,88,20,NA,NA,NA,NA
2011年度,大家　友和,DeNA,10000,O型,185,91,44,投手,7,NA,NA,NA,0,6,0,0
2011年度,森本　稀哲,DeNA,8000,B型,185,81,5,外野手,48,134,25,1,NA,NA,NA,NA
2011年度,吉村　裕基,DeNA,6400,B型,183,94,31,外野手,81,220,44,5,NA,NA,NA,NA
2011年度,山本　省吾,DeNA,6200,B型,177,77,15,投手,21,NA,NA,NA,2,11,0,0
2011年度,石川　雄洋,DeNA,6000,O型,183,78,7,内野手,125,466,121,0,NA,NA,NA,NA
2011年度,リーチ,DeNA,6000,不明,196,99,24,投手,8,NA,NA,NA,1,7,0,0
2011年度,山口　俊,DeNA,5400,O型,187,90,11,投手,59,NA,NA,NA,2,6,34,1
2011年度,渡辺　直人,DeNA,5300,AB型,173,73,2,内野手,126,403,107,1,NA,NA,NA,NA
2011年度,金城　龍彦,DeNA,5000,A型,177,82,1,外野手,108,324,88,3,NA,NA,NA,NA
2011年度,真田　裕貴,DeNA,4900,AB型,181,83,30,投手,53,NA,NA,NA,2,0,0,3
2011年度,江尻　慎太郎,DeNA,3780,O型,187,78,27,投手,65,NA,NA,NA,2,2,0,22
2011年度,藤田　一也,DeNA,3550,O型,175,75,23,内野手,96,188,57,1,NA,NA,NA,NA
2011年度,下園　辰哉,DeNA,3200,B型,179,81,50,外野手,85,298,79,4,NA,NA,NA,NA
2011年度,ハーパー,DeNA,3000,不明,193,112,42,内野手,103,320,89,9,NA,NA,NA,NA
2011年度,牛田　成樹,DeNA,2600,A型,188,84,35,投手,45,NA,NA,NA,2,1,0,19
2011年度,大沼　幸二,DeNA,2500,O型,178,81,13,投手,14,NA,NA,NA,0,0,0,1
2011年度,加賀　繁,DeNA,2500,B型,182,84,16,投手,29,NA,NA,NA,4,3,0,3
2011年度,武山　真吾,DeNA,2000,O型,177,86,61,捕手,46,88,11,1,NA,NA,NA,NA
2011年度,一輝,DeNA,2000,B型,180,87,9,内野手,49,58,12,0,NA,NA,NA,NA
2011年度,ハミルトン,DeNA,2000,不明,196,91,38,投手,18,NA,NA,NA,1,4,0,0
2011年度,稲田　直人,DeNA,1850,B型,177,78,00,内野手,61,42,10,0,NA,NA,NA,NA
2011年度,高崎　健太郎,DeNA,1800,O型,176,82,22,投手,29,NA,NA,NA,5,15,0,0
2011年度,小林　太志,DeNA,1640,B型,183,84,14,投手,17,NA,NA,NA,4,3,0,0
2011年度,須田　幸太,DeNA,1500,A型,175,76,20,投手,17,NA,NA,NA,2,6,0,0
2011年度,細山田　武史,DeNA,1230,A型,179,75,36,捕手,84,130,27,1,NA,NA,NA,NA
2011年度,山崎　憲晴,DeNA,1220,O型,176,79,0,内野手,21,38,4,0,NA,NA,NA,NA
2011年度,藤江　均,DeNA,1200,O型,177,77,19,投手,47,NA,NA,NA,3,0,0,15
2011年度,篠原　貴行,DeNA,1200,B型,178,80,34,投手,67,NA,NA,NA,1,0,0,17
2011年度,加賀美　希昇,DeNA,1200,O型,186,88,21,投手,1,NA,NA,NA,1,0,0,0
2011年度,早川　大輔,DeNA,1200,A型,177,80,37,外野手,1,1,0,0,NA,NA,NA,NA
2011年度,荒波　翔,DeNA,1200,A型,178,78,4,外野手,28,86,22,0,NA,NA,NA,NA
2011年度,松本　啓二朗,DeNA,1140,O型,180,78,6,外野手,47,104,22,0,NA,NA,NA,NA
2011年度,井手　正太郎,DeNA,1100,O型,179,79,26,外野手,13,23,5,0,NA,NA,NA,NA
2011年度,新沼　慎二,DeNA,1100,A型,185,89,29,捕手,45,62,15,1,NA,NA,NA,NA
2011年度,内藤　雄太,DeNA,1060,O型,182,84,39,外野手,99,184,41,1,NA,NA,NA,NA
2011年度,大原　慎司,DeNA,1000,A型,174,65,41,投手,71,NA,NA,NA,4,1,0,11
2011年度,ブランドン,DeNA,1000,不明,188,87,52,投手,12,NA,NA,NA,1,1,0,1
2011年度,小林　寛,DeNA,1000,AB型,180,87,12,投手,6,NA,NA,NA,0,2,0,0
2011年度,筒香　嘉智,DeNA,900,A型,184,95,8,内野手,40,145,35,8,NA,NA,NA,NA
2011年度,小杉　陽太,DeNA,860,O型,187,88,54,投手,5,NA,NA,NA,0,1,0,0
2011年度,田中　健二朗,DeNA,820,B型,178,74,46,投手,1,NA,NA,NA,0,0,0,0
2011年度,福山　博之,DeNA,740,B型,174,70,45,投手,19,NA,NA,NA,0,1,0,0
2011年度,桑原　義行,DeNA,720,A型,180,86,40,外野手,1,1,0,0,NA,NA,NA,NA
2011年度,阿斗里,DeNA,720,A型,190,95,58,投手,3,NA,NA,NA,0,1,0,0
2011年度,佐藤　祥万,DeNA,700,B型,172,78,60,投手,10,NA,NA,NA,0,0,0,3
2011年度,黒羽根　利規,DeNA,680,A型,178,84,59,捕手,45,97,17,1,NA,NA,NA,NA
2011年度,北　篤,DeNA,670,A型,182,83,43,内野手,12,21,5,0,NA,NA,NA,NA
2011年度,ゴンザレス,DeNA,600,不明,183,93,32,投手,2,NA,NA,NA,1,1,0,0
2011年度,眞下　貴之,DeNA,550,A型,188,85,47,投手,5,NA,NA,NA,1,0,0,0
2011年度,中村　紀洋,DeNA,500,O型,180,93,99,内野手,62,115,24,1,NA,NA,NA,NA
2011年度,ラミレス,Giants,45000,不明,180,86,5,外野手,137,477,133,23,NA,NA,NA,NA
2011年度,小笠原　道大,Giants,43000,A型,178,83,2,内野手,83,281,68,5,NA,NA,NA,NA
2011年度,阿部　慎之助,Giants,40000,A型,180,97,10,捕手,114,390,114,20,NA,NA,NA,NA
2011年度,高橋　由伸,Giants,35000,O型,180,87,24,外野手,95,256,63,15,NA,NA,NA,NA
2011年度,大村　三郎,Giants,13000,B型,181,85,0,外野手,48,103,25,1,NA,NA,NA,NA
2011年度,谷　佳知,Giants,13000,O型,173,77,8,外野手,83,135,37,0,NA,NA,NA,NA
2011年度,内海　哲也,Giants,12000,A型,186,90,26,投手,28,NA,NA,NA,18,5,0,0
2011年度,ＭＩＣＨＥＡＬ,Giants,12000,A型,178,82,36,投手,7,NA,NA,NA,1,0,0,0
2011年度,坂本　勇人,Giants,12000,AB型,184,75,6,内野手,144,568,149,16,NA,NA,NA,NA
2011年度,山口　鉄也,Giants,11000,A型,184,83,47,投手,60,NA,NA,NA,5,1,2,25
2011年度,ゴンザレス,Giants,11000,不明,178,90,49,投手,13,NA,NA,NA,3,3,0,0
2011年度,ライアル,Giants,8000,不明,188,91,33,内野手,33,96,19,0,NA,NA,NA,NA
2011年度,アルバラデホ,Giants,8000,不明,196,118,41,投手,46,NA,NA,NA,2,2,2,6
2011年度,越智　大祐,Giants,8000,A型,184,85,22,投手,42,NA,NA,NA,3,2,0,11
2011年度,グライシンガー,Giants,8000,不明,190,90,29,投手,9,NA,NA,NA,1,5,0,0
2011年度,東野　峻,Giants,7500,AB型,186,87,17,投手,31,NA,NA,NA,8,11,2,0
2011年度,藤井　秀悟,Giants,7000,A型,175,86,99,投手,1,NA,NA,NA,0,0,0,0
2011年度,高橋　信二,Giants,7000,A型,182,85,31,内野手,27,44,8,0,NA,NA,NA,NA
2011年度,久保　裕也,Giants,6500,B型,177,80,11,投手,67,NA,NA,NA,4,2,20,21
2011年度,脇谷　亮太,Giants,4400,A型,176,74,23,内野手,53,154,27,0,NA,NA,NA,NA
2011年度,亀井　義行,Giants,4200,AB型,178,80,9,内野手,111,284,70,3,NA,NA,NA,NA
2011年度,鶴岡　一成,Giants,4000,A型,183,85,43,捕手,34,55,12,0,NA,NA,NA,NA
2011年度,トーレス,Giants,4000,A型,188,82,42,投手,6,NA,NA,NA,1,2,0,0
2011年度,鈴木　尚広,Giants,4000,A型,180,78,12,外野手,90,58,11,0,NA,NA,NA,NA
2011年度,長野　久義,Giants,3500,O型,180,80,7,外野手,140,519,164,17,NA,NA,NA,NA
2011年度,古城　茂幸,Giants,3200,B型,174,77,51,内野手,74,134,33,1,NA,NA,NA,NA
2011年度,高木　康成,Giants,3000,A型,182,77,13,投手,46,NA,NA,NA,1,3,0,12
2011年度,西村　健太朗,Giants,2800,A型,184,90,35,投手,37,NA,NA,NA,7,5,0,4
2011年度,松本　哲也,Giants,2700,O型,168,64,32,外野手,20,19,1,0,NA,NA,NA,NA
2011年度,矢野　謙次,Giants,2700,O型,178,81,48,外野手,53,107,27,1,NA,NA,NA,NA
2011年度,金刃　憲人,Giants,2300,B型,176,80,28,投手,24,NA,NA,NA,2,4,0,0
2011年度,紺田　敏正,Giants,1900,A型,185,77,44,外野手,21,38,11,0,NA,NA,NA,NA
2011年度,野間口　貴彦,Giants,1600,A型,183,84,45,投手,12,NA,NA,NA,1,0,0,3
2011年度,福田　聡志,Giants,1500,O型,180,76,59,投手,6,NA,NA,NA,0,1,0,0
2011年度,寺内　崇幸,Giants,1500,B型,177,71,00,内野手,73,107,19,0,NA,NA,NA,NA
2011年度,澤村　拓一,Giants,1500,A型,184,90,15,投手,29,NA,NA,NA,11,11,0,0
2011年度,星野　真澄,Giants,1300,A型,181,72,95,投手,3,NA,NA,NA,0,0,0,0
2011年度,加藤　健,Giants,1200,A型,186,90,40,捕手,21,33,5,1,NA,NA,NA,NA
2011年度,實松　一成,Giants,1100,A型,177,81,53,捕手,20,22,6,2,NA,NA,NA,NA
2011年度,加治前　竜一,Giants,1050,A型,175,78,50,外野手,6,9,2,0,NA,NA,NA,NA
2011年度,大田　泰示,Giants,1000,O型,188,91,55,内野手,12,26,4,0,NA,NA,NA,NA
2011年度,田中　大二郎,Giants,790,A型,179,85,66,内野手,25,39,6,0,NA,NA,NA,NA
2011年度,中井　大介,Giants,780,B型,181,85,61,内野手,2,2,0,0,NA,NA,NA,NA
2011年度,隠善　智也,Giants,780,O型,174,77,69,外野手,3,1,0,0,NA,NA,NA,NA
2011年度,小野　淳平,Giants,780,B型,178,81,60,投手,14,NA,NA,NA,2,2,0,0
2011年度,円谷　英俊,Giants,750,B型,181,78,52,内野手,13,17,2,0,NA,NA,NA,NA
2011年度,橋本　到,Giants,720,O型,172,72,65,外野手,33,26,5,0,NA,NA,NA,NA
2011年度,小山　雄輝,Giants,720,O型,187,77,94,投手,3,NA,NA,NA,0,0,0,0
2011年度,藤村　大介,Giants,640,AB型,173,73,54,内野手,119,352,78,0,NA,NA,NA,NA
2011年度,ロメロ,Giants,490,不明,196,84,39,投手,41,NA,NA,NA,1,3,11,8
2011年度,岩瀬　仁紀,Dragons,43000,AB型,181,85,13,投手,56,NA,NA,NA,0,1,37,7
2011年度,和田　一浩,Dragons,40000,O型,182,90,5,外野手,131,444,103,12,NA,NA,NA,NA
2011年度,森野　将彦,Dragons,22500,AB型,180,85,30,内野手,142,508,118,10,NA,NA,NA,NA
2011年度,荒木　雅博,Dragons,20000,A型,180,74,2,内野手,135,543,143,2,NA,NA,NA,NA
2011年度,井端　弘和,Dragons,18000,B型,173,75,6,内野手,104,376,88,1,NA,NA,NA,NA
2011年度,チェン,Dragons,17000,O型,182,80,21,投手,25,NA,NA,NA,8,10,0,0
2011年度,谷繁　元信,Dragons,17000,A型,176,81,27,捕手,102,277,71,6,NA,NA,NA,NA
2011年度,ブランコ,Dragons,14400,A型,188,102,42,内野手,78,278,69,16,NA,NA,NA,NA
2011年度,浅尾　拓也,Dragons,13500,A型,182,75,41,投手,79,NA,NA,NA,7,2,10,45
2011年度,吉見　一起,Dragons,12000,A型,182,91,19,投手,26,NA,NA,NA,18,3,0,0
2011年度,中田　賢一,Dragons,7200,O型,180,78,20,投手,6,NA,NA,NA,2,3,0,0
2011年度,朝倉　健太,Dragons,7125,O型,186,94,14,投手,2,NA,NA,NA,0,1,0,0
2011年度,高橋　聡文,Dragons,7000,A型,176,85,67,投手,2,NA,NA,NA,0,0,0,1
2011年度,平井　正史,Dragons,7000,O型,185,97,33,投手,33,NA,NA,NA,1,1,0,5
2011年度,山井　大介,Dragons,4200,A型,179,82,29,投手,10,NA,NA,NA,3,3,0,1
2011年度,ネルソン,Dragons,4000,B型,204,86,49,投手,31,NA,NA,NA,10,14,0,0
2011年度,小笠原　孝,Dragons,3900,A型,173,80,43,投手,1,NA,NA,NA,0,0,0,0
2011年度,英智,Dragons,3600,O型,182,74,24,外野手,56,20,2,0,NA,NA,NA,NA
2011年度,小田　幸平,Dragons,3300,A型,180,84,52,捕手,40,61,10,0,NA,NA,NA,NA
2011年度,小林　正人,Dragons,3200,A型,181,86,69,投手,58,NA,NA,NA,5,0,0,18
2011年度,鈴木　義広,Dragons,3100,A型,188,88,23,投手,55,NA,NA,NA,2,1,0,12
2011年度,三瀬　幸司,Dragons,2900,A型,177,77,39,投手,44,NA,NA,NA,1,1,0,7
2011年度,小池　正晃,Dragons,2900,A型,183,88,44,外野手,73,127,34,5,NA,NA,NA,NA
2011年度,藤井　淳志,Dragons,2800,O型,182,81,4,外野手,20,50,12,0,NA,NA,NA,NA
2011年度,川井　雄太,Dragons,2550,O型,178,77,17,投手,16,NA,NA,NA,5,3,0,0
2011年度,グスマン,Dragons,2520,O型,196,113,45,外野手,73,238,43,7,NA,NA,NA,NA
2011年度,河原　純一,Dragons,2250,A型,183,74,60,投手,30,NA,NA,NA,1,4,0,10
2011年度,野本　圭,Dragons,2200,B型,180,81,9,外野手,78,159,36,2,NA,NA,NA,NA
2011年度,岩崎　達郎,Dragons,2100,O型,175,75,46,内野手,51,78,17,0,NA,NA,NA,NA
2011年度,大島　洋平,Dragons,1800,A型,176,74,8,外野手,96,300,73,3,NA,NA,NA,NA
2011年度,小山　桂司,Dragons,1800,A型,175,81,65,捕手,51,82,23,1,NA,NA,NA,NA
2011年度,堂上　直倫,Dragons,1700,O型,184,82,1,内野手,62,115,24,2,NA,NA,NA,NA
2011年度,大野　雄大,Dragons,1500,O型,183,78,22,投手,1,NA,NA,NA,0,1,0,0
2011年度,佐伯　貴弘,Dragons,1500,AB型,186,90,7,内野手,64,109,22,1,NA,NA,NA,NA
2011年度,山内　壮馬,Dragons,1500,AB型,181,83,26,投手,11,NA,NA,NA,3,2,0,1
2011年度,岩田　慎司,Dragons,1300,B型,181,80,28,投手,5,NA,NA,NA,0,4,0,0
2011年度,カラスコ,Dragons,1260,不明,186,104,48,内野手,3,4,0,0,NA,NA,NA,NA
2011年度,堂上　剛裕,Dragons,1200,O型,183,85,63,外野手,64,108,31,1,NA,NA,NA,NA
2011年度,武藤　祐太,Dragons,1200,O型,178,85,25,投手,7,NA,NA,NA,0,0,0,0
2011年度,平田　良介,Dragons,1200,B型,177,88,40,外野手,113,330,84,11,NA,NA,NA,NA
2011年度,久本　祐一,Dragons,1120,O型,177,77,61,投手,10,NA,NA,NA,1,0,0,0
2011年度,松井　佑介,Dragons,1100,O型,183,83,56,外野手,4,8,1,0,NA,NA,NA,NA
2011年度,中田　亮二,Dragons,1020,A型,171,107,50,内野手,26,46,11,0,NA,NA,NA,NA
2011年度,水田　圭介,Dragons,950,AB型,175,74,32,内野手,14,15,2,0,NA,NA,NA,NA
2011年度,谷　哲也,Dragons,800,A型,180,78,36,内野手,2,6,2,0,NA,NA,NA,NA
2011年度,松井　雅人,Dragons,780,A型,179,78,47,捕手,10,11,3,0,NA,NA,NA,NA
2011年度,前田　章宏,Dragons,770,O型,184,91,38,捕手,11,8,0,0,NA,NA,NA,NA
2011年度,伊藤　準規,Dragons,750,B型,186,72,18,投手,9,NA,NA,NA,2,4,0,0
2011年度,田中　大輔,Dragons,680,O型,175,81,58,捕手,4,6,0,0,NA,NA,NA,NA
2011年度,柳田　殖生,Dragons,680,A型,178,77,53,内野手,3,3,0,0,NA,NA,NA,NA
2011年度,福田　永将,Dragons,650,O型,181,80,55,内野手,12,17,4,2,NA,NA,NA,NA
2011年度,ソト,Dragons,650,不明,185,96,70,投手,22,NA,NA,NA,5,1,0,0
2011年度,小川　龍也,Dragons,510,A型,182,70,16,投手,1,NA,NA,NA,0,0,0,1
2011年度,小熊　凌祐,Dragons,500,B型,180,80,64,投手,6,NA,NA,NA,1,0,0,1
2011年度,矢地　健人,Dragons,440,O型,180,68,59,投手,2,NA,NA,NA,0,0,0,1
2011年度,木下　達生,Dragons,400,AB型,183,87,97,投手,1,NA,NA,NA,0,0,0,0
2011年度,林　昌勇,Swallows,36000,A型,180,80,12,投手,65,NA,NA,NA,4,2,32,4
2011年度,青木　宣親,Swallows,33000,A型,175,80,1,外野手,144,583,170,4,NA,NA,NA,NA
